Server: Loading model from game_engine/model/best_model.pth
Server Ready: Batch=4096, Streams=8, Device=cuda
   [Worker 0] Starting Game 1...
   [Worker 3] Starting Game 1...
   [Worker 2] Starting Game 1...
   [Worker 6] Starting Game 1...
   [Worker 5] Starting Game 1...
   [Worker 1] Starting Game 1...
   [Worker 4] Starting Game 1...
   [Worker 7] Starting Game 1...
   [Worker 14] Starting Game 1...
   [Worker 8] Starting Game 1...
   [Worker 10] Starting Game 1...
   [Worker 9] Starting Game 1...
   [Worker 11] Starting Game 1...
   [Worker 13] Starting Game 1...
   [Worker 12] Starting Game 1...
   [Worker 17] Starting Game 1...
   [Worker 16] Starting Game 1...
   [Worker 15] Starting Game 1...
   [Worker 22] Starting Game 1...
   [Worker 21] Starting Game 1...
   [Worker 18] Starting Game 1...
   [Worker 25] Starting Game 1...
   [Worker 19] Starting Game 1...
   [Worker 20] Starting Game 1...
   [Worker 23] Starting Game 1...
   [Worker 29] Starting Game 1...
   [Worker 24] Starting Game 1...
   [Worker 26] Starting Game 1...
   [Worker 27] Starting Game 1...
   [Worker 28] Starting Game 1...
   [Worker 36] Starting Game 1...
   [Worker 30] Starting Game 1...
   [Worker 31] Starting Game 1...
   [Worker 32] Starting Game 1...
   [Worker 34] Starting Game 1...
   [Worker 33] Starting Game 1...
   [Worker 35] Starting Game 1...
   [Worker 37] Starting Game 1...
   [Worker 40] Starting Game 1...
   [Worker 42] Starting Game 1...
   [Worker 38] Starting Game 1...
   [Worker 39] Starting Game 1...
   [Worker 41] Starting Game 1...
   [Worker 43] Starting Game 1...
   [Worker 0] Move 1: a2a3 (14.14s | 113 sim/s)
   [Worker 2] Move 303: f6g6 (35.71s | 45 sim/s)
   [Worker 14] Move 269: a7b8 (9.06s | 177 sim/s)
   [Worker 28] Move 172: b5a5 (33.78s | 47 sim/s)
   [Worker 8] Move 54: b8a8 (8.77s | 183 sim/s)
   [Worker 2] Move 304: f3f4 (8.38s | 191 sim/s)
   [Worker 14] Move 270: d3c3 (8.24s | 194 sim/s)
   [Worker 28] Move 173: f7d8 (6.29s | 254 sim/s)
   [Worker 8] Move 55: h3h4 (7.60s | 211 sim/s)
   [Worker 16] Move 325: b3b4 (18.11s | 88 sim/s)
   [Worker 22] Move 370: f6e5 (45.28s | 35 sim/s)
   [Worker 14] Move 271: b8c7 (8.19s | 195 sim/s)
   [Worker 16] Move 326: c2e2 (6.99s | 229 sim/s)
   [Worker 22] Move 371: c4c5 (6.47s | 247 sim/s)
   [Worker 8] Move 56: a8c8 (9.33s | 172 sim/s)
   [Worker 9] Move 278: c8c7 (27.23s | 59 sim/s)
   [Worker 14] Move 272: c3d3 (9.73s | 164 sim/s)
   [Worker 9] Move 279: c3d4 (6.01s | 266 sim/s)
   [Worker 8] Move 57: h4g4 (6.79s | 236 sim/s)
   [Worker 1] Move 317: g6h5 (38.26s | 42 sim/s)
   [Worker 14] Move 273: c7d6 (9.51s | 168 sim/s)
   [Worker 1] Move 318: g3h2 (4.53s | 353 sim/s)
   [Worker 2] Move 305: g6f6 (32.89s | 49 sim/s)
   [Worker 8] Move 58: g8e7 (10.31s | 155 sim/s)
   [Worker 28] Move 174: a5b5 (32.05s | 50 sim/s)
   [Worker 2] Move 306: f4g4 (4.96s | 323 sim/s)
   [Worker 14] Move 274: d3d4 (8.92s | 179 sim/s)
   [Worker 28] Move 175: e6d4 (7.03s | 228 sim/s)
   [Worker 8] Move 59: g4f3 (9.16s | 175 sim/s)
   [Worker 16] Move 327: b4c5 (30.77s | 52 sim/s)
   [Worker 14] Move 275: d6e6 (7.95s | 201 sim/s)
   [Worker 9] Move 280: c7d8 (27.58s | 58 sim/s)
   [Worker 22] Move 372: e5f6 (36.44s | 44 sim/s)
   [Worker 8] Move 60: h8d8 (10.84s | 148 sim/s)
   [Worker 16] Move 328: e2e3 (8.54s | 187 sim/s)
   [Worker 1] Move 319: h5g5 (25.00s | 64 sim/s)
   [Worker 14] Move 276: d4c3 (8.71s | 184 sim/s)
   [Worker 9] Move 281: e6f6 (5.30s | 302 sim/s)
   [Worker 1] Move 320: g2h3 (6.46s | 248 sim/s)
   [Worker 2] Move 307: f6g6 (25.14s | 64 sim/s)
   [Worker 8] Move 61: g1f2 (9.55s | 168 sim/s)
   [Worker 14] Move 277: e6e5 (8.06s | 199 sim/s)
   [Worker 22] Move 373: d3d6 (10.76s | 149 sim/s)
   [Worker 2] Move 308: g4g3 (7.52s | 213 sim/s)
   [Worker 14] Move 278: c3d3 (8.39s | 191 sim/s)
   [Worker 8] Move 62: c8b8 (11.45s | 140 sim/s)
   [Worker 4] Move 334: b1c2 (98.64s | 16 sim/s)
   [Worker 14] Move 279: e5d5 (9.07s | 176 sim/s)
   [Worker 16] Move 329: c5c4 (27.55s | 58 sim/s)
   [Worker 8] Move 63: a2a4 (10.16s | 158 sim/s)
   [Worker 14] Move 280: d3c3 (8.21s | 195 sim/s)
   [Worker 16] Move 330: e3a7 (7.40s | 216 sim/s)
   [Worker 9] Move 282: d8c7 (35.70s | 45 sim/s)
   [Worker 4] Move 335: f8e7 (13.12s | 122 sim/s)
   [Worker 1] Move 321: g5g6 (34.00s | 47 sim/s)
   [Worker 8] Move 64: b8c8 (11.25s | 142 sim/s)
   [Worker 14] Move 281: d5e6 (8.35s | 192 sim/s)
   [Worker 9] Move 283: d3c4 (6.75s | 237 sim/s)
   [Worker 28] Move 176: b5b6 (58.49s | 27 sim/s)
   [Worker 1] Move 322: b6a5 (8.61s | 186 sim/s)
   [Worker 8] Move 65: e2e4 (9.38s | 171 sim/s)
   [Worker 14] Move 282: c3d3 (8.93s | 179 sim/s)
   [Worker 16] Move 331: c4c3 (18.97s | 84 sim/s)
   [Worker 28] Move 177: d4b5 (8.09s | 198 sim/s)
   [Worker 22] Move 374: f6f7 (49.92s | 32 sim/s)
   [Worker 14] Move 283: e6d7 (8.91s | 179 sim/s)
   [Worker 16] Move 332: a7a5 (8.06s | 198 sim/s)
   [Worker 2] Move 309: g6h7 (46.00s | 35 sim/s)
   [Worker 8] Move 66: a7a6 (11.76s | 136 sim/s)
   [Worker 22] Move 375: d6d5 (8.90s | 180 sim/s)
   [Worker 2] Move 310: g3g2 (6.43s | 249 sim/s)
   [Worker 14] Move 284: d3c3 (9.47s | 169 sim/s)
   [Worker 8] Move 67: b1d2 (9.58s | 167 sim/s)
   [Worker 14] Move 285: d7e8 (8.80s | 182 sim/s)
   [Worker 16] Move 333: c3d3 (17.78s | 90 sim/s)
   [Worker 9] Move 284: c7d8 (39.64s | 40 sim/s)
   [Worker 8] Move 68: d8d6 (13.64s | 117 sim/s)
   [Worker 28] Move 178: b6a5 (32.04s | 50 sim/s)
   [Worker 16] Move 334: a5b6 (7.37s | 217 sim/s)
   [Worker 9] Move 285: c4c5 (3.98s | 402 sim/s)
   [Worker 14] Move 286: c3d3 (8.78s | 182 sim/s)
   [Worker 1] Move 323: g6h7 (39.61s | 40 sim/s)
   [Worker 28] Move 179: e4c6 (6.57s | 244 sim/s)
   [Worker 1] Move 324: h3g3 (6.17s | 259 sim/s)
   [Worker 2] Move 311: h7g6 (27.40s | 58 sim/s)
   [Worker 8] Move 69: f2g3 (10.32s | 155 sim/s)
   [Worker 14] Move 287: e8d8 (9.09s | 176 sim/s)
   [Worker 9] Move 286: d8e8 (13.67s | 117 sim/s)
   [Worker 9] Move 287: f6g6 (3.03s | 528 sim/s)
   [Worker 2] Move 312: b4d6 (8.51s | 188 sim/s)
   [Worker 14] Move 288: d3c3 (8.14s | 196 sim/s)
   [Worker 16] Move 335: d3c3 (18.83s | 85 sim/s)
   [Worker 22] Move 376: f7e7 (38.82s | 41 sim/s)
   [Worker 4] Move 336: c2b1 (69.39s | 23 sim/s)
   [Worker 8] Move 70: c8e8 (13.37s | 120 sim/s)
   [Worker 16] Move 336: b6c6 (6.33s | 253 sim/s)
   [Worker 22] Move 377: c5c6 (7.03s | 227 sim/s)
   [Worker 14] Move 289: d8e8 (9.07s | 176 sim/s)
   [Worker 9] Move 288: e8d8 (15.70s | 102 sim/s)
   [Worker 1] Move 325: h7g6 (25.68s | 62 sim/s)
   [Worker 4] Move 337: d6e5 (12.64s | 127 sim/s)
   [Worker 28] Move 180: a5a6 (28.63s | 56 sim/s)
   [Worker 14] Move 290: c3c4 (7.64s | 210 sim/s)
   [Worker 8] Move 71: h1f1 (12.34s | 130 sim/s)
   [Worker 9] Move 289: c5c4 (4.76s | 336 sim/s)
   [Worker 28] Move 181: c6b7 (5.80s | 276 sim/s)
   [Worker 1] Move 326: g3h4 (6.70s | 239 sim/s)
   [Worker 14] Move 291: e8d8 (9.57s | 167 sim/s)
   [Worker 2] Move 313: g6g5 (29.71s | 54 sim/s)
   [Worker 8] Move 72: e7g8 (12.61s | 127 sim/s)
   [Worker 14] Move 292: c4c3 (8.00s | 200 sim/s)
   [Worker 2] Move 314: d6e5 (5.98s | 268 sim/s)
   [Worker 16] Move 337: c3b3 (28.78s | 56 sim/s)
   [Worker 8] Move 73: f3e2 (10.84s | 148 sim/s)
   [Worker 16] Move 338: c6b5 (6.71s | 238 sim/s)
   [Worker 14] Move 293: d8e8 (9.07s | 176 sim/s)
   [Worker 1] Move 327: g6f5 (23.94s | 67 sim/s)
   [Worker 22] Move 378: e7f6 (38.84s | 41 sim/s)
   [Worker 9] Move 290: d8e8 (29.74s | 54 sim/s)
   [Worker 14] Move 294: c3c4 (7.80s | 205 sim/s)
   [Worker 28] Move 182: a6a5 (29.37s | 54 sim/s)
   [Worker 1] Move 328: b3c4 (6.31s | 253 sim/s)
   [Worker 9] Move 291: g6f6 (4.46s | 359 sim/s)
   [Worker 8] Move 74: e8e7 (14.75s | 109 sim/s)
   [Worker 22] Move 379: c6d7 (7.71s | 208 sim/s)
   [Worker 28] Move 183: e5e6 (5.97s | 268 sim/s)
   [Worker 14] Move 295: e8d8 (9.17s | 174 sim/s)
   [Worker 16] Move 339: b3c3 (18.64s | 86 sim/s)
   [Worker 8] Move 75: a1d1 (10.42s | 153 sim/s)
   [Worker 2] Move 315: g5g6 (31.08s | 51 sim/s)
   [Worker 16] Move 340: e1d1 (5.16s | 310 sim/s)
   [Worker 14] Move 296: c4c5 (8.94s | 179 sim/s)
   [Worker 2] Move 316: e5g3 (5.59s | 286 sim/s)
   [Worker 14] Move 297: d8d7 (7.26s | 220 sim/s)
   [Worker 14] Finished Game 4 in 4256.0s |  Total Moves 297 | Result 1/2-1/2
   [Worker 1] Move 329: f5e4 (25.55s | 63 sim/s)
   [Worker 8] Move 76: d6d7 (13.08s | 122 sim/s)
   [Worker 16] Move 341: c3d4 (13.96s | 115 sim/s)
   [Worker 9] Move 292: e8d8 (28.22s | 57 sim/s)
   [Worker 1] Move 330: h2h3 (5.76s | 278 sim/s)
   [Worker 4] Move 338: b1a1 (69.33s | 23 sim/s)
   [Worker 9] Move 293: c4c5 (4.14s | 386 sim/s)
   [Worker 28] Move 184: a5b5 (28.88s | 55 sim/s)
   [Worker 16] Move 342: b5c6 (6.25s | 256 sim/s)
   [Worker 8] Move 77: c6d7 (12.24s | 131 sim/s)
   [Worker 28] Move 185: c3d3 (6.21s | 258 sim/s)
   [Worker 4] Move 339: e5e6 (7.39s | 216 sim/s)
   [Worker 22] Move 380: f6g7 (39.68s | 40 sim/s)
   [Worker 9] Move 294: d8e8 (14.19s | 113 sim/s)
   [Worker 22] Move 381: d5c5 (6.35s | 252 sim/s)
   [Worker 9] Move 295: f6g6 (3.55s | 451 sim/s)
   [Worker 8] Move 78: e7d7 (14.22s | 112 sim/s)
   [Worker 16] Move 343: d4e5 (20.69s | 77 sim/s)
   [Worker 1] Move 331: e4f4 (24.14s | 66 sim/s)
   [Worker 2] Move 317: g6h5 (38.05s | 42 sim/s)
   [Worker 1] Move 332: c4d5 (5.25s | 305 sim/s)
   [Worker 2] Move 318: g3h2 (4.81s | 333 sim/s)
   [Worker 16] Move 344: d1c1 (7.26s | 220 sim/s)
   [Worker 8] Move 79: f4f5 (10.34s | 155 sim/s)
   [Worker 9] Move 296: e8d8 (15.89s | 101 sim/s)
   [Worker 28] Move 186: b5a4 (28.58s | 56 sim/s)
   [Worker 9] Move 297: g6h6 (3.23s | 495 sim/s)
   [Worker 28] Move 187: d8c6 (8.00s | 200 sim/s)
   [Worker 1] Move 333: f4e5 (16.43s | 97 sim/s)
   [Worker 8] Move 80: c7d8 (15.16s | 106 sim/s)
   [Worker 16] Move 345: e5f4 (21.86s | 73 sim/s)
   [Worker 1] Move 334: d5h1 (6.41s | 250 sim/s)
   [Worker 22] Move 382: g7g8 (37.19s | 43 sim/s)
   [Worker 9] Move 298: d8e8 (15.90s | 101 sim/s)
   [Worker 2] Move 319: h5g5 (24.36s | 66 sim/s)
   [Worker 8] Move 81: g3f3 (11.06s | 145 sim/s)
   [Worker 9] Move 299: h6h5 (4.53s | 353 sim/s)
   [Worker 4] Move 340: a1b2 (51.26s | 31 sim/s)
   [Worker 22] Move 383: c5c8 (6.96s | 230 sim/s)
   [Worker 2] Move 320: g2h3 (6.98s | 229 sim/s)
   [Worker 16] Move 346: c6b6 (9.48s | 169 sim/s)
   [Worker 8] Move 82: d7c6 (11.21s | 143 sim/s)
   [Worker 28] Move 188: a4b3 (28.03s | 57 sim/s)
   [Worker 4] Move 341: e7d7 (13.80s | 116 sim/s)
   [Worker 9] Move 300: e8d8 (15.55s | 103 sim/s)
   [Worker 9] Move 301: c5c6 (4.04s | 396 sim/s)
   [Worker 8] Move 83: f3e3 (10.18s | 157 sim/s)
   [Worker 1] Move 335: e5f6 (38.97s | 41 sim/s)
   [Worker 8] Move 84: d8c7 (13.55s | 118 sim/s)
   [Worker 28] Move 189: e6e7 (20.49s | 78 sim/s)
   [Worker 22] Move 384: g8g7 (33.00s | 48 sim/s)
   [Worker 2] Move 321: g5g6 (33.61s | 48 sim/s)
   [Worker 9] Move 302: d8e7 (17.49s | 91 sim/s)
   [Worker 16] Move 347: f4e5 (34.98s | 46 sim/s)
   [Worker 1] Move 336: h4g3 (8.71s | 184 sim/s)
   [Worker 9] Move 303: c6c3 (5.30s | 302 sim/s)
   [Worker 22] Move 385: d7e7 (7.30s | 219 sim/s)
   [Worker 8] Move 85: e3f3 (11.16s | 143 sim/s)
   [Worker 16] Move 348: b6b4 (7.08s | 226 sim/s)
   [Worker 2] Move 322: b6a5 (9.37s | 171 sim/s)
   [Worker 8] Move 86: c6b5 (9.58s | 167 sim/s)
   [Worker 22] Move 386: g7g6 (19.79s | 81 sim/s)
   [Worker 8] Move 87: a4b5 (11.10s | 144 sim/s)
   [Worker 28] Move 190: b3a2 (32.49s | 49 sim/s)
   [Worker 22] Move 387: e7e6 (6.77s | 236 sim/s)
   [Worker 16] Move 349: e5d5 (27.72s | 58 sim/s)
   [Worker 1] Move 337: f6g5 (31.56s | 51 sim/s)
   [Worker 4] Move 342: b2a1 (57.98s | 28 sim/s)
   [Worker 28] Move 191: d3e3 (7.44s | 215 sim/s)
   [Worker 1] Move 338: g3g2 (5.16s | 310 sim/s)
   [Worker 8] Move 88: c7b6 (13.08s | 122 sim/s)
   [Worker 16] Move 350: b4b5 (7.40s | 216 sim/s)
   [Worker 9] Move 304: e7d6 (37.83s | 42 sim/s)
   [Worker 4] Move 343: d7c7 (9.69s | 165 sim/s)
   [Worker 8] Move 89: f5f6 (5.88s | 272 sim/s)
   [Worker 2] Move 323: g6h7 (39.46s | 41 sim/s)
   [Worker 9] Move 305: h5h4 (5.28s | 303 sim/s)
   [Worker 2] Move 324: h3g3 (5.75s | 278 sim/s)
   [Worker 8] Move 90: b6b7 (12.45s | 128 sim/s)
   [Worker 1] Move 339: g5f6 (22.68s | 71 sim/s)
   [Worker 16] Move 351: d5d4 (21.43s | 75 sim/s)
   [Worker 28] Move 192: a2a1 (27.68s | 58 sim/s)
   [Worker 8] Move 91: f6f7 (8.92s | 179 sim/s)
   [Worker 16] Move 352: c1b2 (6.47s | 247 sim/s)
   [Worker 28] Move 193: c6e5 (6.37s | 251 sim/s)
   [Worker 1] Move 340: a5d8 (8.43s | 190 sim/s)
   [Worker 9] Move 306: d6d5 (26.45s | 60 sim/s)
   [Worker 22] Move 388: g6g7 (44.95s | 36 sim/s)
   [Worker 2] Move 325: h7g6 (25.56s | 63 sim/s)
   [Worker 9] Move 307: c3c2 (5.06s | 316 sim/s)
   [Worker 22] Move 389: e6e7 (6.12s | 261 sim/s)
   [Worker 8] Move 92: b7b6 (15.59s | 103 sim/s)
   [Worker 2] Move 326: g3h4 (6.30s | 254 sim/s)
   [Worker 8] Move 93: b5a6 (6.21s | 258 sim/s)
   [Worker 16] Move 353: d4e4 (21.99s | 73 sim/s)
   [Worker 16] Move 354: b5c4 (7.43s | 215 sim/s)
   [Worker 1] Move 341: f6e5 (29.67s | 54 sim/s)
   [Worker 28] Move 194: a1a2 (32.85s | 49 sim/s)
   [Worker 8] Move 94: h6h5 (15.80s | 101 sim/s)
   [Worker 1] Move 342: d8h4 (7.35s | 218 sim/s)
   [Worker 2] Move 327: g6f5 (24.35s | 66 sim/s)
   [Worker 22] Move 390: g7g6 (26.82s | 60 sim/s)
   [Worker 9] Move 308: d5d6 (31.73s | 50 sim/s)
   [Worker 28] Move 195: b7d5 (9.37s | 171 sim/s)
   [Worker 8] Move 95: d2c4 (9.81s | 163 sim/s)
   [Worker 2] Move 328: b3c4 (6.33s | 253 sim/s)
   [Worker 9] Move 309: e5c6 (6.02s | 266 sim/s)
   [Worker 22] Move 391: c8d8 (8.82s | 181 sim/s)
   [Worker 16] Move 355: e4f5 (24.86s | 64 sim/s)
   [Worker 4] Move 344: a1b2 (81.68s | 20 sim/s)
   [Worker 16] Move 356: c4c5 (7.58s | 211 sim/s)
   [Worker 8] Move 96: b6a7 (20.47s | 78 sim/s)
   [Worker 1] Move 343: e5d5 (31.34s | 51 sim/s)
   [Worker 4] Move 345: e6f7 (13.47s | 119 sim/s)
   [Worker 8] Move 97: f7f8q (4.93s | 325 sim/s)
   [Worker 2] Move 329: f5e4 (25.68s | 62 sim/s)
   [Worker 2] Move 330: h2h3 (5.61s | 285 sim/s)
   [Worker 1] Move 344: h3g3 (8.54s | 187 sim/s)
   [Worker 9] Move 310: d6d7 (33.51s | 48 sim/s)
   [Worker 16] Move 357: f5e6 (24.87s | 64 sim/s)
   [Worker 9] Move 311: d4e5 (6.94s | 230 sim/s)
   [Worker 8] Move 98: h5h4 (18.83s | 85 sim/s)
   [Worker 28] Move 196: a2b1 (49.04s | 33 sim/s)
   [Worker 22] Move 392: g6f5 (45.73s | 35 sim/s)
   [Worker 16] Move 358: c5b6 (7.69s | 208 sim/s)
   [Worker 1] Move 345: d5e6 (22.14s | 72 sim/s)
   [Worker 28] Move 197: e3d4 (8.38s | 191 sim/s)
   [Worker 2] Move 331: e4f4 (24.60s | 65 sim/s)
   [Worker 8] Move 99: f8g8 (13.40s | 119 sim/s)
   [Worker 22] Move 393: d8d5 (9.81s | 163 sim/s)
   [Worker 2] Move 332: c4d5 (4.77s | 336 sim/s)
   [Worker 1] Move 346: g3e5 (6.30s | 254 sim/s)
   [Worker 16] Move 359: e6d7 (21.57s | 74 sim/s)
   [Worker 8] Move 100: e6e5 (14.21s | 113 sim/s)
   [Worker 8] Move 101: g8h7 (3.92s | 408 sim/s)
   [Worker 9] Move 312: d7e8 (33.71s | 47 sim/s)
   [Worker 2] Move 333: f4e5 (16.65s | 96 sim/s)
   [Worker 16] Move 360: b6f6 (7.36s | 217 sim/s)
   [Worker 9] Move 313: c2c1 (4.13s | 387 sim/s)
   [Worker 2] Move 334: d5h1 (6.61s | 242 sim/s)
   [Worker 4] Move 346: b2c1 (59.97s | 27 sim/s)
   [Worker 1] Move 347: e6f7 (26.23s | 61 sim/s)
   [Worker 8] Move 102: a7a6 (14.54s | 110 sim/s)
   [Worker 28] Move 198: b1c2 (36.68s | 44 sim/s)
   [Worker 1] Move 348: e5f5 (5.95s | 269 sim/s)
   [Worker 8] Move 103: h7h8 (3.46s | 462 sim/s)
   [Worker 4] Move 347: f7f6 (12.42s | 129 sim/s)
   [Worker 9] Move 314: e8d7 (19.49s | 82 sim/s)
   [Worker 28] Move 199: d5c4 (8.84s | 181 sim/s)
   [Worker 16] Move 361: d7c7 (24.02s | 67 sim/s)
   [Worker 9] Move 315: e5f6 (6.61s | 242 sim/s)
   [Worker 16] Move 362: b2b3 (7.40s | 216 sim/s)
   [Worker 8] Move 104: a5a4 (19.73s | 81 sim/s)
   [Worker 22] Move 394: f5g6 (60.91s | 26 sim/s)
   [Worker 1] Move 349: f7g7 (26.76s | 60 sim/s)
   [Worker 2] Move 335: e5f6 (37.93s | 42 sim/s)
   [Worker 8] Move 105: h8e5 (10.06s | 159 sim/s)
   [Worker 22] Move 395: e7e6 (4.96s | 322 sim/s)
   [Worker 1] Move 350: f5e6 (5.88s | 272 sim/s)
   [Worker 2] Move 336: h4g3 (7.92s | 202 sim/s)
   [Worker 16] Move 363: c7b8 (25.25s | 63 sim/s)
   [Worker 16] Move 364: b3b4 (7.50s | 213 sim/s)
   [Worker 8] Move 106: a4a3 (22.18s | 72 sim/s)
   [Worker 28] Move 200: c2b1 (47.48s | 34 sim/s)
   [Worker 9] Move 316: d7e8 (42.60s | 38 sim/s)
   [Worker 8] Move 107: c4b6 (3.65s | 438 sim/s)
   [Worker 1] Move 351: g7h7 (27.16s | 59 sim/s)
   [Worker 9] Move 317: c1d1 (4.47s | 358 sim/s)
   [Worker 28] Move 201: d4e4 (7.31s | 219 sim/s)
   [Worker 22] Move 396: g6g7 (32.00s | 50 sim/s)
   [Worker 1] Move 352: e6d6 (5.45s | 294 sim/s)
   [Worker 2] Move 337: f6g5 (32.09s | 50 sim/s)
   [Worker 22] Move 397: d5b3 (7.17s | 223 sim/s)
   [Worker 2] Move 338: g3g2 (5.09s | 314 sim/s)
   [Worker 16] Move 365: b8b7 (34.53s | 46 sim/s)
   [Worker 8] Move 108: a6a7 (27.81s | 58 sim/s)
   [Worker 8] Move 109: e5f6 (4.06s | 394 sim/s)
   [Worker 9] Move 318: e8f8 (31.52s | 51 sim/s)
   [Worker 16] Move 366: b4c5 (8.77s | 183 sim/s)
   [Worker 1] Move 353: h7h8 (28.17s | 57 sim/s)
   [Worker 4] Move 348: c1b2 (91.57s | 17 sim/s)
   [Worker 2] Move 339: g5f6 (22.68s | 71 sim/s)
   [Worker 9] Move 319: d1c1 (5.15s | 311 sim/s)
   [Worker 1] Move 354: d6d1 (5.03s | 318 sim/s)
   [Worker 28] Move 202: b1c1 (40.50s | 40 sim/s)
   [Worker 8] Move 110: a3a2 (15.60s | 103 sim/s)
   [Worker 2] Move 340: a5d8 (8.71s | 184 sim/s)
   [Worker 8] Move 111: f6f7 (4.75s | 337 sim/s)
   [Worker 4] Move 349: c7b6 (13.47s | 119 sim/s)
   [Worker 28] Move 203: c4b5 (9.17s | 174 sim/s)
   [Worker 22] Move 398: g7g8 (50.04s | 32 sim/s)
   [Worker 1] Move 355: h8g8 (25.57s | 63 sim/s)
   [Worker 16] Move 367: b7a8 (33.28s | 48 sim/s)
   [Worker 22] Move 399: b3d5 (5.68s | 282 sim/s)
   [Worker 9] Move 320: f8e8 (31.35s | 51 sim/s)
   [Worker 8] Move 112: a7b6 (20.86s | 77 sim/s)
   [Worker 16] Move 368: f6f2 (4.78s | 335 sim/s)
   [Worker 1] Move 356: d1a4 (8.67s | 185 sim/s)
   [Worker 9] Move 321: c6b8 (4.84s | 331 sim/s)
   [Worker 8] Move 113: f3f2 (5.94s | 269 sim/s)
   [Worker 2] Move 341: f6e5 (30.19s | 53 sim/s)
   [Worker 2] Move 342: d8h4 (7.29s | 219 sim/s)
   [Worker 16] Move 369: a8b8 (21.61s | 74 sim/s)
   [Worker 8] Move 114: b6a6 (21.08s | 76 sim/s)
   [Worker 1] Move 357: g8f8 (25.62s | 62 sim/s)
   [Worker 16] Move 370: c5c6 (6.50s | 246 sim/s)
   [Worker 8] Move 115: f7f6 (4.60s | 348 sim/s)
   [Worker 9] Move 322: e8f8 (30.60s | 52 sim/s)
   [Worker 1] Move 358: a4f4 (6.42s | 249 sim/s)
   [Worker 4] Move 350: b2a1 (58.20s | 27 sim/s)
   [Worker 9] Move 323: c1h1 (5.70s | 281 sim/s)
   [Worker 4] Move 351: f6g5 (5.57s | 287 sim/s)
   [Worker 2] Move 343: e5d5 (31.82s | 50 sim/s)
   [Worker 8] Move 116: a6b5 (16.32s | 98 sim/s)
   [Worker 28] Move 204: c1d2 (67.23s | 24 sim/s)
   [Worker 22] Move 400: g8f8 (54.09s | 30 sim/s)
   [Worker 22] Game 3 ended in FORCED DRAW (Max moves 400)
   [Worker 22] Finished Game 3 in 7310.8s |  Total Moves 400 | Result 1/2-1/2
   [Worker 22] Starting Game 4...
   [Worker 16] Move 371: b8a8 (22.15s | 72 sim/s)
   [Worker 22] Move 1: f2f4 (3.70s | 433 sim/s)
   [Worker 2] Move 344: h3g3 (9.49s | 169 sim/s)
   [Worker 16] Move 372: c6d7 (4.29s | 373 sim/s)
   [Worker 22] Move 2: c7c5 (3.80s | 421 sim/s)
   [Worker 28] Move 205: e7e8q (8.80s | 182 sim/s)
   [Worker 8] Move 117: e4e5 (10.83s | 148 sim/s)
   [Worker 22] Move 3: h2h4 (3.60s | 444 sim/s)
   [Worker 9] Move 324: f8g8 (23.64s | 68 sim/s)
   [Worker 22] Move 4: c5c4 (3.79s | 422 sim/s)
   [Worker 9] Move 325: f3f5 (5.09s | 314 sim/s)
   [Worker 22] Move 5: g1f3 (4.33s | 369 sim/s)
   [Worker 1] Move 359: f8e8 (37.41s | 43 sim/s)
   [Worker 22] Move 6: f7f6 (4.59s | 348 sim/s)
   [Worker 4] Move 352: a1a2 (32.40s | 49 sim/s)
   [Worker 2] Move 345: d5e6 (21.95s | 73 sim/s)
   [Worker 16] Move 373: a8b8 (22.37s | 72 sim/s)
   [Worker 1] Move 360: g2g1 (5.90s | 271 sim/s)
   [Worker 22] Move 7: a2a4 (4.86s | 329 sim/s)
   [Worker 4] Move 353: g5g4 (5.66s | 283 sim/s)
   [Worker 2] Move 346: g3e5 (7.30s | 219 sim/s)
   [Worker 16] Move 374: f2h4 (6.14s | 261 sim/s)
   [Worker 22] Move 8: d7d5 (4.82s | 332 sim/s)
   [Worker 8] Move 118: b5a5 (29.32s | 55 sim/s)
   [Worker 22] Move 9: a1a2 (4.59s | 349 sim/s)
   [Worker 22] Move 10: b8d7 (4.37s | 367 sim/s)
   [Worker 8] Move 119: e5e6 (6.26s | 255 sim/s)
   [Worker 9] Move 326: g8h7 (28.20s | 57 sim/s)
   [Worker 1] Move 361: e8d7 (18.61s | 86 sim/s)
   [Worker 22] Move 11: e2e3 (5.56s | 288 sim/s)
   [Worker 9] Move 327: b8a6 (5.44s | 294 sim/s)
   [Worker 28] Move 206: d2c1 (43.83s | 37 sim/s)
   [Worker 1] Move 362: f4e3 (6.58s | 243 sim/s)
   [Worker 22] Move 12: d8c7 (5.65s | 283 sim/s)
   [Worker 16] Move 375: b8b7 (22.67s | 71 sim/s)
   [Worker 2] Move 347: e6f7 (25.42s | 63 sim/s)
   [Worker 22] Move 13: f3g1 (6.22s | 257 sim/s)
   [Worker 28] Move 207: e8f7 (8.98s | 178 sim/s)
   [Worker 4] Move 354: a2a1 (32.56s | 49 sim/s)
   [Worker 16] Move 376: h4h5 (7.61s | 210 sim/s)
   [Worker 2] Move 348: e5f5 (6.69s | 239 sim/s)
   [Worker 22] Move 14: g8h6 (5.91s | 271 sim/s)
   [Worker 4] Move 355: g4h4 (5.69s | 281 sim/s)
   [Worker 22] Move 15: d1h5 (4.73s | 338 sim/s)
   [Worker 8] Move 120: h4h3 (27.94s | 57 sim/s)
